"","currency","amount","dorms","bath","age","loft","m2","backside","office","amount_normalized"
"1508","USD",550005056,NA,1,20.5,TRUE,21,FALSE,FALSE,110001011200
"1509","USD",29000013500,2,2,41,FALSE,114,FALSE,FALSE,5800002700000
"1510","USD",590004500,NA,1,25.5,TRUE,25,FALSE,FALSE,118000900000
"1511","USD",17000018000,2,1,23,FALSE,64,FALSE,FALSE,3400003600000
"1512","USD",45000030000,3,2,26,FALSE,152,FALSE,FALSE,9.000006e+12
"1513","USD",78500,1,1,23,FALSE,32,FALSE,FALSE,15700000
"1514","USD",124500,1,1,1,FALSE,41,FALSE,FALSE,24900000
"1515","USD",650004000,1,1,20.5,FALSE,35,FALSE,FALSE,130000800000
"1516","USD",23500018000,3,2,21,FALSE,79,FALSE,FALSE,4700003600000
"1517","USD",900002370,1,1,25.5,FALSE,33,FALSE,FALSE,180000474000
"1518","USD",480007600,NA,1,28,TRUE,19,FALSE,FALSE,96001520000
"1519","USD",740007600,1,1,23,FALSE,30,FALSE,FALSE,148001520000
"1520","USD",1590006600,3,3,20,FALSE,78,FALSE,FALSE,318001320000
"1521","USD",895004500,1,1,30,FALSE,33,FALSE,FALSE,179000900000
"1522","USD",17500012000,2,2,23.5,FALSE,78,FALSE,FALSE,3500002400000
"1523","USD",498960,3,3,3,FALSE,128,FALSE,FALSE,99792000
"1524","USD",486500,3,3,3,FALSE,130,FALSE,FALSE,97300000
"1525","USD",376777,3,2,2,FALSE,97,FALSE,FALSE,75355400
"1526","USD",590004600,1,1,25.5,FALSE,38,FALSE,FALSE,118000920000
"1527","USD",39200010000,3,2,2,FALSE,141,FALSE,FALSE,7.840002e+12
"1528","USD",369000,3,2,31,FALSE,110,FALSE,FALSE,73800000
"1529","USD",8800023000,1,1,23.5,FALSE,32,FALSE,FALSE,1760004600000
"1530","USD",740006900,1,1,18,FALSE,38,FALSE,FALSE,148001380000
"1531","USD",89000,1,NA,60,FALSE,62,FALSE,FALSE,17800000
"1532","USD",29800021500,3,2,31,FALSE,140,FALSE,FALSE,5960004300000
"1533","USD",16900013000,2,1,20.5,FALSE,72,FALSE,FALSE,3380002600000
"1534","USD",950009500,1,1,24.5,FALSE,43,FALSE,FALSE,190001900000
"1535","USD",23000010000,3,2,26,FALSE,67,FALSE,FALSE,4.600002e+12
"1536","USD",27000019000,2,2,28.5,FALSE,85,FALSE,FALSE,5400003800000
"1537","USD",310000,2,2,31,FALSE,118,FALSE,FALSE,6.2e+07
"1538","USD",22000025200,2,1,20.5,FALSE,75,FALSE,FALSE,4400005040000
"1539","USD",11000013000,2,2,23.5,FALSE,70,FALSE,FALSE,2200002600000
"1540","USD",235000,2,NA,NA,FALSE,NA,FALSE,FALSE,4.7e+07
"1541","USD",220500,3,1,1,FALSE,91,FALSE,FALSE,44100000
"1542","USD",19900010500,1,1,23,FALSE,77,FALSE,FALSE,3980002100000
"1543","USD",19900010500,1,1,23,FALSE,77,FALSE,FALSE,3980002100000
"1544","USD",46000015000,3,2,36,FALSE,150,FALSE,FALSE,9.200003e+12
"1545","USD",1400000,4,4,42,FALSE,290,FALSE,FALSE,2.8e+08
"1546","USD",98000035000,3,2,31,FALSE,158.62,FALSE,FALSE,1.9600007e+13
"1547","USD",260000045000,5,6,53,FALSE,790,FALSE,FALSE,5.2000009e+13
"1548","ARS",20000,1,1,1,FALSE,56,FALSE,FALSE,20000
"1549","USD",26900015000,2,1,20.5,FALSE,70,FALSE,FALSE,5.380003e+12
"1550","USD",16500017000,3,2,2,FALSE,95,FALSE,FALSE,3300003400000
"1551","USD",6500011000,NA,NA,50,TRUE,40,FALSE,FALSE,1300002200000
"1552","USD",480005091,NA,1,1,TRUE,20,FALSE,FALSE,96001018200
"1553","USD",850006000,1,1,23,FALSE,40,FALSE,FALSE,170001200000
"1554","USD",12000011200,1,1,20.5,FALSE,36,FALSE,FALSE,2400002240000
"1555","USD",95000055000,4,2,26,FALSE,275,FALSE,FALSE,1.9000011e+13
"1556","USD",990008000,NA,1,25.5,TRUE,30,FALSE,FALSE,198001600000
"1557","USD",250000,3,2,2,FALSE,NA,FALSE,FALSE,5e+07
"1558","USD",1250004900,1,1,1,FALSE,NA,FALSE,FALSE,250000980000
"1559","USD",695004100,NA,1,30.5,TRUE,29,FALSE,FALSE,139000820000
"1560","USD",16900016600,2,1,30.5,FALSE,64,FALSE,FALSE,3380003320000
"1561","USD",14500012000,2,1,25.5,FALSE,65,FALSE,FALSE,2900002400000
"1562","USD",16900012000,2,1,1,FALSE,84,FALSE,FALSE,3380002400000
"1563","USD",36500053370,3,2,21,FALSE,136,FALSE,FALSE,7300010674000
"1564","USD",1590006000,2,1,18.5,FALSE,67,FALSE,FALSE,318001200000
"1565","USD",1150007400,1,1,40.5,FALSE,37,FALSE,FALSE,230001480000
"1566","USD",110000,1,1,20.5,FALSE,50,FALSE,FALSE,2.2e+07
"1567","USD",41900050000,4,3,24.5,FALSE,189,FALSE,FALSE,8.38001e+12
"1568","USD",130000,NA,1,1,TRUE,50,FALSE,FALSE,2.6e+07
"1569","USD",125000,NA,1,1,TRUE,47,FALSE,FALSE,2.5e+07
"1570","USD",14000015000,2,1,23,FALSE,54,FALSE,FALSE,2.800003e+12
"1571","USD",580007000,1,1,40.5,FALSE,25,FALSE,FALSE,116001400000
"1572","USD",2200008500,3,2,26,FALSE,85,FALSE,FALSE,440001700000
"1573","USD",750007000,NA,1,5.5,TRUE,40,FALSE,FALSE,150001400000
"1574","USD",2100009500,3,2,36,FALSE,80,FALSE,FALSE,420001900000
"1575","USD",790005000,1,1,23,FALSE,35.17,FALSE,FALSE,1.58001e+11
"1576","USD",1100004000,2,1,35.5,FALSE,48,FALSE,FALSE,220000800000
"1577","USD",1449003389,1,1,1,FALSE,NA,FALSE,FALSE,289800677800
"1578","USD",770004500,1,1,1,FALSE,22,FALSE,FALSE,154000900000
"1579","USD",33000019400,3,2,51,FALSE,155,FALSE,FALSE,6600003880000
"1580","USD",1800009600,2,1,23,FALSE,72,FALSE,FALSE,360001920000
"1581","USD",500006000,NA,1,20.5,TRUE,25,FALSE,FALSE,100001200000
"1582","USD",20000025000,2,2,24,FALSE,88,FALSE,FALSE,4.000005e+12
"1583","USD",20000025000,2,2,24,FALSE,88,FALSE,FALSE,4.000005e+12
"1584","USD",20500012500,2,2,9,FALSE,54,FALSE,FALSE,4100002500000
"1585","USD",99000,NA,1,1,TRUE,33,FALSE,FALSE,19800000
"1586","USD",500006000,NA,1,23,TRUE,25,FALSE,FALSE,100001200000
"1587","USD",650006200,1,1,25.5,FALSE,30,FALSE,FALSE,130001240000
"1588","USD",299000,3,NA,NA,FALSE,86,FALSE,FALSE,59800000
"1589","USD",14800012200,2,1,33,FALSE,60,FALSE,FALSE,2960002440000
"1590","USD",850004800,NA,1,20.5,TRUE,28,FALSE,FALSE,170000960000
"1591","USD",19900015000,1,2,11,FALSE,65,FALSE,FALSE,3.980003e+12
"1592","USD",12100011000,1,1,25.5,FALSE,47,FALSE,FALSE,2420002200000
"1593","USD",14900016000,3,2,2,FALSE,76,FALSE,FALSE,2980003200000
"1594","USD",19000023000,3,2,26,FALSE,80,FALSE,FALSE,3800004600000
"1595","USD",19000023000,3,2,26,FALSE,80,FALSE,FALSE,3800004600000
"1596","USD",1550007000,1,1,1,FALSE,43,FALSE,FALSE,310001400000
"1597","USD",169000,2,1,1,FALSE,65,FALSE,FALSE,33800000
"1598","USD",1450002500,2,1,30.5,FALSE,83,FALSE,FALSE,290000500000
"1599","USD",39990030000,2,3,3,FALSE,156,FALSE,FALSE,7.998006e+12
"1600","USD",21400025000,2,2,26,FALSE,105,FALSE,FALSE,4.280005e+12
"1601","USD",16400012000,1,1,5.5,FALSE,55,FALSE,FALSE,3280002400000
"1602","USD",850008000,1,1,20.5,FALSE,35,FALSE,FALSE,170001600000
"1603","USD",31000023000,2,3,21,FALSE,117,FALSE,FALSE,6200004600000
"1604","USD",31000023000,2,3,21,FALSE,117,FALSE,FALSE,6200004600000
"1605","USD",850005000,1,1,15.5,FALSE,37,FALSE,FALSE,1.70001e+11
"1606","USD",2700005000,2,2,18.5,FALSE,86,FALSE,FALSE,5.40001e+11
"1607","USD",11000017500,2,1,18,FALSE,69,FALSE,FALSE,2200003500000
"1608","USD",1600007000,1,1,15.5,FALSE,58,FALSE,FALSE,320001400000
"1609","USD",1040009500,1,1,12.5,FALSE,48,FALSE,FALSE,208001900000
"1610","USD",1200009500,1,1,12.5,FALSE,48,FALSE,FALSE,240001900000
"1611","USD",19000012500,3,1,19.5,FALSE,61,FALSE,FALSE,3800002500000
"1612","USD",75000,1,1,20.5,FALSE,37,FALSE,FALSE,1.5e+07
"1613","USD",800006000,NA,1,20.5,TRUE,27,FALSE,FALSE,160001200000
"1614","USD",123000,1,1,1,FALSE,40,FALSE,FALSE,24600000
"1615","USD",138000,1,1,1,FALSE,44,FALSE,FALSE,27600000
"1616","USD",1750006000,1,1,25.5,FALSE,60,FALSE,FALSE,350001200000
"1617","USD",1590005200,NA,1,2.5,TRUE,35,FALSE,FALSE,318001040000
"1618","USD",1190004500,NA,1,3.5,TRUE,30,FALSE,FALSE,238000900000
"1619","USD",945008200,1,1,25.5,FALSE,36,FALSE,FALSE,189001640000
"1620","USD",970007000,1,1,4,FALSE,38,FALSE,FALSE,194001400000
"1621","USD",410000,2,3,31.5,FALSE,100,FALSE,FALSE,8.2e+07
"1622","ARS",NA,2,2,19.5,FALSE,204,FALSE,FALSE,NA
"1623","USD",22000014000,2,2,2,FALSE,78,FALSE,FALSE,4400002800000
"1624","USD",760008250,1,1,23,FALSE,34,FALSE,FALSE,152001650000
"1625","USD",990000,7,7,38.5,FALSE,550,FALSE,FALSE,1.98e+08
"1626","USD",16000017250,1,2,38.5,FALSE,88,FALSE,FALSE,3200003450000
"1627","USD",1150008800,2,2,26,FALSE,50,FALSE,FALSE,230001760000
"1628","USD",26500032103,4,2,31,FALSE,141,FALSE,FALSE,5300006420600
"1629","USD",25000027000,2,2,26,FALSE,67,FALSE,FALSE,5000005400000
"1630","USD",75000069495,3,3,26.5,FALSE,NA,FALSE,FALSE,15000013899000
"1631","USD",900009500,1,1,23,FALSE,35,FALSE,FALSE,180001900000
"1632","USD",65000038000,4,4,22,FALSE,250,FALSE,FALSE,13000007600000
"1633","USD",10200010000,NA,1,9.5,TRUE,42,FALSE,FALSE,2.040002e+12
"1634","USD",99000079000,8,4,32,FALSE,351,FALSE,FALSE,19800015800000
"1635","USD",1245005500,1,1,40.5,FALSE,45,FALSE,FALSE,249001100000
"1636","USD",295000,2,2,26,FALSE,95,FALSE,FALSE,5.9e+07
"1637","USD",2680007000,3,3,29,FALSE,108,FALSE,FALSE,536001400000
"1638","USD",2680007000,3,3,29,FALSE,108,FALSE,FALSE,536001400000
"1639","USD",295000,2,2,26,FALSE,95,FALSE,FALSE,5.9e+07
"1640","USD",18900015000,2,2,46,FALSE,79,FALSE,FALSE,3.780003e+12
"1641","USD",29800020000,2,2,36,FALSE,140,FALSE,FALSE,5.960004e+12
"1642","USD",1700000100000,4,4,52,FALSE,331,FALSE,FALSE,3.4000002e+14
"1643","USD",1700000100000,4,4,52,FALSE,331,FALSE,FALSE,3.4000002e+14
"1644","USD",10900013000,1,1,1,FALSE,44,FALSE,FALSE,2180002600000
"1645","USD",10900013000,1,1,1,FALSE,44,FALSE,FALSE,2180002600000
"1646","USD",29800020000,2,2,36,FALSE,140,FALSE,FALSE,5.960004e+12
"1647","USD",650005000,NA,1,15.5,TRUE,35,FALSE,FALSE,1.30001e+11
"1648","USD",12800018000,2,1,25.5,FALSE,66,FALSE,FALSE,2560003600000
"1649","USD",590009100,NA,1,20,TRUE,27,FALSE,FALSE,118001820000
"1650","USD",28000020500,3,2,2,FALSE,124,FALSE,FALSE,5600004100000
"1651","USD",19900015000,3,2,31,FALSE,90,FALSE,FALSE,3.980003e+12
"1652","USD",38500040000,4,3,71.5,FALSE,152,FALSE,FALSE,7.700008e+12
"1653","USD",7600014000,NA,1,8,TRUE,27,FALSE,FALSE,1520002800000
"1654","USD",1200004000,1,1,30.5,FALSE,52,FALSE,FALSE,240000800000
"1655","USD",1820006000,1,2,2,FALSE,50,FALSE,FALSE,364001200000
"1656","USD",39500064000,3,2,2,FALSE,147,FALSE,FALSE,7900012800000
"1657","USD",344999,3,3,19.5,FALSE,150,FALSE,FALSE,68999800
"1658","USD",660004000,1,1,20.5,FALSE,27,FALSE,FALSE,132000800000
"1659","USD",26000015000,2,1,1,FALSE,84,FALSE,FALSE,5.200003e+12
"1660","USD",28000060000,2,2,16,FALSE,102,FALSE,FALSE,5.600012e+12
"1661","USD",1039005500,NA,1,19.5,TRUE,31,FALSE,FALSE,207801100000
"1662","USD",870008500,1,1,23,FALSE,39,FALSE,FALSE,174001700000
"1663","USD",45000010000,5,2,21,FALSE,148,FALSE,FALSE,9.000002e+12
"1664","USD",119000,NA,NA,NA,TRUE,31,FALSE,FALSE,23800000
"1665","USD",24500015000,2,2,2,FALSE,73,FALSE,FALSE,4.900003e+12
"1666","USD",1050009800,1,1,6.5,FALSE,36,FALSE,FALSE,210001960000
"1667","USD",1365008800,NA,1,1,TRUE,36,FALSE,FALSE,273001760000
"1668","USD",690007500,NA,1,5.5,TRUE,24,FALSE,FALSE,138001500000
"1669","USD",39500023800,2,2,2,FALSE,117,FALSE,FALSE,7900004760000
"1670","USD",960007000,1,1,1,FALSE,29,FALSE,FALSE,192001400000
"1671","USD",430007800,NA,1,25.5,TRUE,18,FALSE,FALSE,86001560000
"1672","USD",235000,3,3,3,FALSE,100,FALSE,FALSE,4.7e+07
"1673","USD",28500015800,2,2,7,FALSE,71,FALSE,FALSE,5700003160000
"1674","USD",15300018000,3,1,27,FALSE,63,FALSE,FALSE,3060003600000
"1675","USD",590004000,NA,1,30.5,TRUE,28,FALSE,FALSE,118000800000
"1676","USD",55000040000,4,3,8.5,FALSE,210,FALSE,FALSE,1.1000008e+13
"1677","USD",31400019000,2,1,34,FALSE,115,FALSE,FALSE,6280003800000
"1678","USD",990008900,2,1,23,FALSE,61,FALSE,FALSE,198001780000
"1679","USD",850005000,1,1,30.5,FALSE,35,FALSE,FALSE,1.70001e+11
"1680","USD",16900014000,1,1,6.5,FALSE,46,FALSE,FALSE,3380002800000
"1681","USD",1450000166000,3,2,43.5,FALSE,193,FALSE,FALSE,290000033200000
"1682","USD",65000045000,3,2,23.5,FALSE,151,FALSE,FALSE,1.3000009e+13
"1683","USD",98000,1,1,20.5,FALSE,46,FALSE,FALSE,19600000
"1684","USD",1250001130,2,1,1,FALSE,58,FALSE,FALSE,250000226000
"1685","USD",21000012000,2,1,1,FALSE,80,FALSE,FALSE,4200002400000
"1686","USD",11000010000,2,1,18,FALSE,43,FALSE,FALSE,2.200002e+12
"1687","USD",970007600,1,1,25.5,FALSE,50,FALSE,FALSE,194001520000
"1688","USD",15000011000,2,2,2,FALSE,110,FALSE,FALSE,3000002200000
"1689","USD",8000011000,1,2,18.5,FALSE,58,FALSE,FALSE,1600002200000
"1690","USD",11000011000,1,2,5,FALSE,45,FALSE,FALSE,2200002200000
"1691","USD",14500012000,2,1,20.5,FALSE,58,FALSE,FALSE,2900002400000
"1692","USD",900008000,1,1,25.5,FALSE,32,FALSE,FALSE,180001600000
"1693","USD",98000,NA,1,1,TRUE,21,FALSE,FALSE,19600000
"1694","USD",22000011000,3,1,1,FALSE,66,FALSE,FALSE,4400002200000
"1695","ARS",NA,5,3,19,FALSE,200,FALSE,FALSE,NA
"1696","USD",44000030000,3,4,32,FALSE,134,FALSE,FALSE,8.800006e+12
"1697","USD",740004000,NA,1,25.5,TRUE,28,FALSE,FALSE,148000800000
"1698","USD",550008000,NA,NA,40,TRUE,26,FALSE,FALSE,110001600000
"1699","USD",1700008500,1,1,3,FALSE,43,FALSE,FALSE,340001700000
"1700","USD",48000054577,3,3,26.5,FALSE,164,FALSE,FALSE,9600010915400
"1701","USD",16900012000,2,2,18.5,FALSE,62,FALSE,FALSE,3380002400000
"1702","USD",29500042000,2,3,29,FALSE,115,FALSE,FALSE,5900008400000
"1703","USD",27500027000,3,2,2,FALSE,130,FALSE,FALSE,5500005400000
"1704","USD",16900016000,3,1,25.5,FALSE,84,FALSE,FALSE,3380003200000
"1705","USD",88000038000,3,3,3,FALSE,265,FALSE,FALSE,17600007600000
"1706","USD",1580003500,2,2,23.5,FALSE,64,FALSE,FALSE,316000700000
"1707","USD",1580003500,2,2,23.5,FALSE,64,FALSE,FALSE,316000700000
"1708","USD",1580003500,2,2,23.5,FALSE,64,FALSE,FALSE,316000700000
"1709","USD",499003800,NA,1,16.5,TRUE,22.58,FALSE,FALSE,99800760000
"1710","USD",690005927,1,1,16.5,FALSE,30,FALSE,FALSE,138001185400
"1711","USD",499003800,NA,1,16.5,TRUE,22.58,FALSE,FALSE,99800760000
"1712","USD",115000,1,1,24.5,FALSE,36,FALSE,FALSE,2.3e+07
"1713","ARS",NA,2,2,25,FALSE,70,FALSE,FALSE,NA
"1714","USD",1550003900,1,1,15.5,FALSE,40,FALSE,FALSE,310000780000
"1715","USD",730008250,1,1,23,FALSE,34,FALSE,FALSE,146001650000
"1716","USD",640000,7,4,19.5,FALSE,168,FALSE,FALSE,1.28e+08
"1717","USD",95000,1,1,3,FALSE,40,FALSE,FALSE,1.9e+07
"1718","USD",121000,1,1,1,FALSE,44,FALSE,FALSE,24200000
"1719","USD",255000,3,2,2,FALSE,108,FALSE,FALSE,5.1e+07
"1720","USD",1040003900,1,1,25.5,FALSE,36,FALSE,FALSE,208000780000
"1721","USD",14000020000,2,1,1,FALSE,73,FALSE,FALSE,2.800004e+12
"1722","USD",75000,1,NA,NA,FALSE,34,FALSE,FALSE,1.5e+07
"1723","USD",9700012000,2,1,20.5,FALSE,48,FALSE,FALSE,1940002400000
"1724","USD",1090002455,NA,1,1,TRUE,30,TRUE,TRUE,218000491000
"1725","USD",13700010000,1,1,40.5,FALSE,47,FALSE,FALSE,2.740002e+12
"1726","USD",33990014000,2,3,26.5,FALSE,138,FALSE,FALSE,6798002800000
"1727","USD",1210008000,1,1,20.5,FALSE,50,FALSE,FALSE,242001600000
"1728","USD",20000014000,2,1,23,FALSE,65,FALSE,FALSE,4000002800000
"1729","USD",14200013872,2,1,25.5,FALSE,62,FALSE,FALSE,2840002774400
"1730","USD",19500024000,3,1,26.5,FALSE,106,FALSE,FALSE,3900004800000
"1731","USD",16990012000,1,1,1.5,FALSE,46,FALSE,FALSE,3398002400000
"1732","USD",980008500,1,1,25.5,FALSE,30,FALSE,FALSE,196001700000
"1733","ARS",NA,3,2,2,FALSE,105,FALSE,FALSE,NA
"1734","USD",1390007140,1,1,1,FALSE,41,FALSE,FALSE,278001428000
"1735","USD",16500011860,2,1,1,FALSE,60,FALSE,FALSE,3300002372000
"1736","USD",136000,2,1,1,FALSE,55,FALSE,FALSE,27200000
"1737","USD",26500028500,3,3,26.5,FALSE,141,FALSE,FALSE,5300005700000
"1738","USD",8000010000,1,1,35.5,FALSE,49,FALSE,FALSE,1.600002e+12
"1739","USD",8000010000,1,1,35.5,FALSE,49,FALSE,FALSE,1.600002e+12
"1740","USD",8000010000,1,1,35.5,FALSE,49,FALSE,FALSE,1.600002e+12
"1741","USD",760004000,1,1,16.5,FALSE,33,FALSE,FALSE,152000800000
"1742","ARS",NA,1,1,1,FALSE,75,FALSE,FALSE,NA
"1743","USD",39500018000,4,3,46.5,FALSE,203,FALSE,FALSE,7900003600000
"1744","USD",1500008500,1,1,3,FALSE,50,FALSE,FALSE,300001700000
"1745","USD",11900010800,1,1,8,FALSE,40,FALSE,FALSE,2380002160000
"1746","USD",15000018000,2,1,18.5,FALSE,50,FALSE,FALSE,3000003600000
"1747","USD",950004000,1,1,20.5,FALSE,41,FALSE,FALSE,190000800000
"1748","USD",27000010500,2,2,2,FALSE,138,FALSE,FALSE,5400002100000
"1749","USD",13000015000,2,2,23.5,FALSE,53,FALSE,FALSE,2.600003e+12
"1750","USD",13000015000,2,2,23.5,FALSE,53,FALSE,FALSE,2.600003e+12
"1751","USD",195000,2,1,1,FALSE,80,FALSE,FALSE,3.9e+07
"1752","USD",1100003400,1,1,1,FALSE,38,FALSE,FALSE,220000680000
"1753","USD",187000,2,2,2,FALSE,50,FALSE,FALSE,37400000
"1754","USD",21200020000,3,2,2,FALSE,90,FALSE,FALSE,4.240004e+12
"1755","USD",21200020000,3,2,2,FALSE,90,FALSE,FALSE,4.240004e+12
"1756","USD",5200009000,3,3,14,FALSE,135,FALSE,FALSE,1040001800000
"1757","USD",8500010400,1,1,31.5,FALSE,45,FALSE,FALSE,1700002080000
"1758","USD",14950017000,2,1,20.5,FALSE,50,FALSE,FALSE,2990003400000
"1759","USD",220000,2,2,2,FALSE,86,FALSE,FALSE,4.4e+07
"1760","USD",120000,1,1,1,FALSE,45,FALSE,FALSE,2.4e+07
"1761","USD",102000,NA,1,1,TRUE,35,FALSE,FALSE,20400000
"1762","USD",11800021000,1,1,15.5,FALSE,43,FALSE,FALSE,2360004200000
"1763","USD",1050006000,2,1,30.5,FALSE,61,FALSE,FALSE,210001200000
"1764","USD",849003500,NA,1,1,TRUE,26,FALSE,FALSE,169800700000
"1765","USD",82000,NA,1,1,TRUE,31,FALSE,FALSE,16400000
"1766","USD",165000,1,1,1,FALSE,55,FALSE,FALSE,3.3e+07
"1767","USD",119000,NA,1,1,TRUE,43,FALSE,FALSE,23800000
"1768","USD",63000062000,3,2,26,FALSE,180,FALSE,FALSE,12600012400000
"1769","USD",41000056000,3,2,2,FALSE,178,FALSE,FALSE,8200011200000
"1770","USD",14000012000,2,2,2,FALSE,70,FALSE,FALSE,2800002400000
"1771","USD",15900024000,3,2,26,FALSE,NA,FALSE,FALSE,3180004800000
"1772","USD",27300022000,3,2,31,FALSE,144,FALSE,FALSE,5460004400000
"1773","USD",900007500,1,1,15.5,FALSE,42,FALSE,FALSE,180001500000
"1774","USD",69000,1,1,20.5,FALSE,34.33,FALSE,FALSE,13800000
"1775","USD",1040005500,1,1,25.5,FALSE,39,FALSE,FALSE,208001100000
"1776","USD",350000,2,2,2,FALSE,104,FALSE,FALSE,7e+07
"1777","USD",930008900,1,1,1,FALSE,NA,FALSE,FALSE,186001780000
"1778","USD",32990032500,4,2,43.5,FALSE,NA,FALSE,FALSE,6598006500000
"1779","USD",9000014100,1,1,1,FALSE,42,FALSE,FALSE,1800002820000
"1780","USD",20500017250,1,2,38.5,FALSE,88,FALSE,FALSE,4100003450000
"1781","USD",1150003400,1,1,24,FALSE,38,FALSE,FALSE,230000680000
"1782","USD",8500016184,1,1,10.5,FALSE,31,FALSE,FALSE,1700003236800
"1783","USD",130000,1,1,1,FALSE,41,FALSE,FALSE,2.6e+07
"1784","USD",20000019000,2,1,25.5,FALSE,80,FALSE,FALSE,4000003800000
"1785","USD",344999,3,3,19.5,FALSE,150,FALSE,FALSE,68999800
"1786","USD",715006000,NA,1,15.5,TRUE,NA,FALSE,FALSE,143001200000
"1787","USD",980008700,1,1,25.5,FALSE,38,FALSE,FALSE,196001740000
"1788","USD",9200013000,1,1,20.5,FALSE,38,FALSE,FALSE,1840002600000
"1789","USD",16000017000,2,1,25.5,FALSE,70,FALSE,FALSE,3200003400000
"1790","USD",185000,3,2,2,FALSE,75.5,FALSE,FALSE,3.7e+07
"1791","USD",249000,3,3,19,FALSE,138,FALSE,FALSE,49800000
"1792","USD",849004500,1,1,23,FALSE,40,FALSE,FALSE,169800900000
"1793","USD",530003000,1,1,30.5,FALSE,23,FALSE,FALSE,106000600000
"1794","USD",1400008000,1,1,20.5,FALSE,42,FALSE,FALSE,280001600000
"1795","USD",1080007000,1,2,28.5,FALSE,45,FALSE,FALSE,216001400000
"1796","USD",1200007500,NA,1,1,TRUE,37,FALSE,FALSE,240001500000
"1797","USD",800006000,1,NA,NA,FALSE,35,FALSE,FALSE,160001200000
"1798","USD",550000,4,3,3,FALSE,218,FALSE,FALSE,1.1e+08
"1799","USD",35500030000,3,1,1,FALSE,89,FALSE,FALSE,7.100006e+12
"1800","USD",176538,1,1,1,FALSE,49,FALSE,FALSE,35307600
"1801","USD",13900015000,2,2,37,FALSE,70,FALSE,FALSE,2.780003e+12
"1802","USD",1050009936,1,1,25.5,FALSE,NA,FALSE,FALSE,210001987200
"1803","USD",1050009936,1,1,25.5,FALSE,NA,FALSE,FALSE,210001987200
"1804","USD",900009000,1,1,25.5,FALSE,51,FALSE,FALSE,180001800000
"1805","USD",1150007000,NA,1,2,TRUE,33,FALSE,FALSE,230001400000
"1806","USD",1350008000,NA,1,2,TRUE,38.35,FALSE,FALSE,270001600000
"1807","USD",220001400,NA,NA,NA,FALSE,14,FALSE,FALSE,44000280000
"1808","USD",1300007000,1,1,25.5,FALSE,36,FALSE,FALSE,260001400000
"1809","USD",1250008500,1,1,3.5,FALSE,42,FALSE,FALSE,250001700000
"1810","USD",21990028000,3,2,22,FALSE,110,FALSE,FALSE,4398005600000
"1811","USD",32000025000,3,2,26,FALSE,147,FALSE,FALSE,6.400005e+12
"1812","USD",149000,NA,1,5.5,TRUE,34,FALSE,FALSE,29800000
"1813","USD",39000026000,4,4,4,FALSE,142,FALSE,FALSE,7800005200000
"1814","USD",23900020000,2,3,3,FALSE,90,FALSE,FALSE,4.780004e+12
"1815","USD",800004000,1,1,25.5,FALSE,20,FALSE,FALSE,160000800000
"1816","USD",68000,1,NA,NA,FALSE,NA,FALSE,FALSE,13600000
"1817","USD",19000036000,2,1,25.5,FALSE,63,FALSE,FALSE,3800007200000
"1818","USD",18500020000,2,1,25.5,FALSE,86,FALSE,FALSE,3.700004e+12
"1819","USD",154500,2,2,46,FALSE,108,FALSE,FALSE,30900000
"1820","USD",220000,2,3,24,FALSE,82.8,FALSE,FALSE,4.4e+07
"1821","USD",28500032000,2,2,6,FALSE,62,FALSE,FALSE,5700006400000
"1822","USD",80000,1,1,25.5,FALSE,35,FALSE,FALSE,1.6e+07
"1823","USD",5150011000,NA,1,1,TRUE,20,FALSE,FALSE,1030002200000
"1824","USD",31000037000,3,3,14,FALSE,105,FALSE,FALSE,6200007400000
"1825","USD",19500015000,2,1,25.5,FALSE,75,FALSE,FALSE,3.900003e+12
"1826","USD",1180008500,1,1,18,FALSE,46,FALSE,FALSE,236001700000
"1827","USD",12700013500,2,2,2,FALSE,48.9,FALSE,FALSE,2540002700000
"1828","USD",13500018000,2,1,18,FALSE,57,FALSE,FALSE,2700003600000
"1829","USD",23600014000,3,3,19,FALSE,112,FALSE,FALSE,4720002800000
"1830","USD",8500014788,1,1,10.5,FALSE,31,FALSE,FALSE,1700002957600
"1831","USD",52000024000,4,4,4,FALSE,238,FALSE,FALSE,10400004800000
"1832","USD",5e+05,5,2,2,FALSE,140,FALSE,FALSE,1e+08
"1833","USD",29800011000,4,3,31.5,FALSE,130,FALSE,FALSE,5960002200000
"1834","USD",7990001,3,2,2,FALSE,120,FALSE,FALSE,1598000200
"1835","USD",193800,1,1,1,FALSE,53,FALSE,FALSE,38760000
"1836","USD",2950006200,2,NA,46,FALSE,98,FALSE,FALSE,590001240000
"1837","USD",189000,1,1,10.5,FALSE,50,FALSE,FALSE,37800000
"1838","USD",326196,2,2,2,FALSE,82,FALSE,FALSE,65239200
"1839","USD",335790,2,2,2,FALSE,82,FALSE,FALSE,67158000
"1840","USD",338668,2,2,2,FALSE,82,FALSE,FALSE,67733600
"1841","USD",341546,2,2,2,FALSE,82,FALSE,FALSE,68309200
"1842","USD",1195000,3,4,4,FALSE,180,FALSE,FALSE,2.39e+08
"1843","USD",5219007000,NA,NA,NA,FALSE,185,FALSE,FALSE,1043801400000
"1844","USD",65000012000,5,NA,50,FALSE,220,FALSE,FALSE,13000002400000
